STUDY,CONDITION,ID,USUBJID,TIME,DV,YTYPE,IXGDF,MDV,AMT,ADM,TINF,NT,TIMEUNIT,NAME,ADDL,II,UNIT,TRTNAME,TRT,DOSE,ROUTE,EVID,CENS,RATE,TAD,TIMEPOS,WT,LVW,CMT2
1,1,169,169,0,0,1,410,0,NA,.,0,14,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,14,0,28,1.4,2
1,1,169,169,14,8.9,1,411,0,NA,.,0,14,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,14,14,28,1.4,2
1,1,170,170,0,.,.,412,1,1400000,1,0,16,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,16,0,28,1.4,1
1,1,170,170,0,0,1,413,0,NA,.,0,16,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,16,0,28,1.4,2
1,1,170,170,16,3.2,1,414,0,NA,.,0,16,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,16,16,28,1.4,2
1,1,171,171,0,.,.,415,1,1400000,1,0,20,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,20,0,28,1.4,1
1,1,171,171,0,0,1,416,0,NA,.,0,20,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,20,0,28,1.4,2
1,1,171,171,20,0.6,1,417,0,NA,.,0,20,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,20,20,28,1.4,2
1,1,172,172,0,.,.,418,1,1400000,1,0,24,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,24,0,28,1.4,1
1,1,172,172,0,0,1,419,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,24,0,28,1.4,2
1,1,172,172,24,5.2,1,420,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,24,24,28,1.4,2
1,1,173,173,0,.,.,421,1,1400000,1,0,28,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,28,0,28,1.4,1
1,1,173,173,0,0,1,422,0,NA,.,0,28,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,28,0,28,1.4,2
1,1,173,173,28,2.6,1,423,0,NA,.,0,28,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,28,28,28,1.4,2
1,1,174,174,0,.,.,424,1,1400000,1,0,0.25,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,0.25,0,28,1.4,1
1,1,174,174,0,0,1,425,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.25,0,28,1.4,2
1,1,174,174,0.25,42.4,1,426,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.25,0.25,28,1.4,2
1,1,175,175,0,.,.,427,1,1400000,1,0,0.5,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,0.5,0,28,1.4,1
1,1,175,175,0,0,1,428,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.5,0,28,1.4,2
1,1,175,175,0.5,252.4,1,429,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.5,0.5,28,1.4,2
1,1,176,176,0,.,.,430,1,1400000,1,0,1,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,1,0,28,1.4,1
1,1,176,176,0,0,1,431,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,1,0,28,1.4,2
1,1,176,176,1,166.7,1,432,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,1,1,28,1.4,2
1,1,177,177,0,.,.,433,1,1400000,1,0,2,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,2,0,28,1.4,1
1,1,177,177,0,0,1,434,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,2,0,28,1.4,2
1,1,177,177,2,170.9,1,435,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,2,2,28,1.4,2
1,1,178,178,0,.,.,436,1,1400000,1,0,4,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,4,0,28,1.4,1
1,1,178,178,0,0,1,437,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,4,0,28,1.4,2
1,1,178,178,4,324.6,1,438,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,4,4,28,1.4,2
1,1,179,179,0,.,.,439,1,1400000,1,0,6,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,6,0,28,1.4,1
1,1,179,179,0,0,1,440,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,6,0,28,1.4,2
1,1,179,179,6,18.4,1,441,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,6,6,28,1.4,2
1,1,180,180,0,.,.,442,1,1400000,1,0,8,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,8,0,28,1.4,1
1,1,180,180,0,0,1,443,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,8,0,28,1.4,2
1,1,180,180,8,1.3,1,444,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,8,8,28,1.4,2
1,1,181,181,0,.,.,445,1,1400000,1,0,10,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,10,0,28,1.4,1
1,1,181,181,0,0,1,446,0,NA,.,0,10,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,10,0,28,1.4,2
1,1,181,181,10,3.2,1,447,0,NA,.,0,10,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,10,10,28,1.4,2
1,1,182,182,0,.,.,448,1,1400000,1,0,12,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,12,0,28,1.4,1
1,1,182,182,0,0,1,449,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,12,0,28,1.4,2
1,1,182,182,12,0.7,1,450,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,12,12,28,1.4,2
1,1,183,183,0,.,.,451,1,1400000,1,0,14,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,14,0,28,1.4,1
1,1,183,183,0,0,1,452,0,NA,.,0,14,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,14,0,28,1.4,2
1,1,183,183,14,1.7,1,453,0,NA,.,0,14,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,14,14,28,1.4,2
1,1,184,184,0,.,.,454,1,1400000,1,0,16,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,16,0,28,1.4,1
1,1,184,184,0,0,1,455,0,NA,.,0,16,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,16,0,28,1.4,2
1,1,184,184,16,1.7,1,456,0,NA,.,0,16,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,16,16,28,1.4,2
1,1,185,185,0,.,.,457,1,1400000,1,0,20,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,20,0,28,1.4,1
1,1,185,185,0,0,1,458,0,NA,.,0,20,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,20,0,28,1.4,2
1,1,185,185,20,0.4,1,459,0,NA,.,0,20,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,20,20,28,1.4,2
1,1,186,186,0,.,.,460,1,1400000,1,0,24,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,24,0,28,1.4,1
1,1,186,186,0,0,1,461,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,24,0,28,1.4,2
1,1,186,186,24,1.6,1,462,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,24,24,28,1.4,2
1,1,187,187,0,.,.,463,1,1400000,1,0,28,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,28,0,28,1.4,1
1,1,187,187,0,0,1,464,0,NA,.,0,28,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,28,0,28,1.4,2
1,1,187,187,28,1.1,1,465,0,NA,.,0,28,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,28,28,28,1.4,2
1,1,188,188,0,.,.,466,1,1400000,1,0,0.25,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,0.25,0,28,1.4,1
1,1,188,188,0,0,1,467,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.25,0,28,1.4,2
1,1,188,188,0.25,51.2,1,468,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.25,0.25,28,1.4,2
1,1,189,189,0,.,.,469,1,1400000,1,0,0.5,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,0.5,0,28,1.4,1
1,1,189,189,0,0,1,470,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.5,0,28,1.4,2
1,1,189,189,0.5,53.3,1,471,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.5,0.5,28,1.4,2
1,1,190,190,0,.,.,472,1,1400000,1,0,1,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,1,0,28,1.4,1
1,1,190,190,0,0,1,473,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,1,0,28,1.4,2
1,1,190,190,1,62,1,474,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,1,1,28,1.4,2
1,1,191,191,0,.,.,475,1,1400000,1,0,2,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,2,0,28,1.4,1
1,1,191,191,0,0,1,476,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,2,0,28,1.4,2
1,1,191,191,2,188.6,1,477,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,2,2,28,1.4,2
1,1,192,192,0,.,.,478,1,1400000,1,0,4,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,4,0,28,1.4,1
1,1,192,192,0,0,1,479,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,4,0,28,1.4,2
1,1,192,192,4,124.1,1,480,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,4,4,28,1.4,2
1,1,193,193,0,.,.,481,1,1400000,1,0,6,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,6,0,28,1.4,1
1,1,193,193,0,0,1,482,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,6,0,28,1.4,2
1,1,193,193,6,2.5,1,483,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,6,6,28,1.4,2
1,1,194,194,0,.,.,484,1,1400000,1,0,8,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,8,0,28,1.4,1
1,1,194,194,0,0,1,485,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,8,0,28,1.4,2
1,1,194,194,8,6.9,1,486,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,8,8,28,1.4,2
1,1,195,195,0,.,.,487,1,1400000,1,0,10,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,10,0,28,1.4,1
1,1,195,195,0,0,1,488,0,NA,.,0,10,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,10,0,28,1.4,2
1,1,195,195,10,15.8,1,489,0,NA,.,0,10,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,10,10,28,1.4,2
1,1,196,196,0,.,.,490,1,1400000,1,0,12,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,12,0,28,1.4,1
1,1,196,196,0,0,1,491,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,12,0,28,1.4,2
1,1,196,196,12,2.2,1,492,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,12,12,28,1.4,2
1,1,197,197,0,.,.,493,1,1400000,1,0,14,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,14,0,28,1.4,1
1,1,197,197,0,0,1,494,0,NA,.,0,14,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,14,0,28,1.4,2
1,1,197,197,14,1.1,1,495,0,NA,.,0,14,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,14,14,28,1.4,2
1,1,198,198,0,.,.,496,1,1400000,1,0,16,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,16,0,28,1.4,1
1,1,198,198,0,0,1,497,0,NA,.,0,16,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,16,0,28,1.4,2
1,1,198,198,16,41.5,1,498,0,NA,.,0,16,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,16,16,28,1.4,2
1,1,199,199,0,.,.,499,1,1400000,1,0,20,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,20,0,28,1.4,1
1,1,199,199,0,0,1,500,0,NA,.,0,20,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,20,0,28,1.4,2
1,1,199,199,20,7.2,1,501,0,NA,.,0,20,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,20,20,28,1.4,2
1,1,200,200,0,.,.,502,1,1400000,1,0,24,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,24,0,28,1.4,1
1,1,200,200,0,0,1,503,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,24,0,28,1.4,2
1,1,200,200,24,0.5,1,504,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,24,24,28,1.4,2
1,1,201,201,0,.,.,505,1,1400000,1,0,28,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,28,0,28,1.4,1
1,1,201,201,0,0,1,506,0,NA,.,0,28,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,28,0,28,1.4,2
1,1,201,201,28,5.6,1,507,0,NA,.,0,28,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,28,28,28,1.4,2
1,1,202,202,0,.,.,508,1,1400000,1,0,0.25,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,0.25,0,28,1.4,1
1,1,202,202,0,0,1,509,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.25,0,28,1.4,2
1,1,202,202,0.25,67.7,1,510,0,NA,.,0,0.25,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.25,0.25,28,1.4,2
1,1,203,203,0,.,.,511,1,1400000,1,0,0.5,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,0.5,0,28,1.4,1
1,1,203,203,0,0,1,512,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.5,0,28,1.4,2
1,1,203,203,0.5,42.6,1,513,0,NA,.,0,0.5,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,0.5,0.5,28,1.4,2
1,1,204,204,0,.,.,514,1,1400000,1,0,1,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,1,0,28,1.4,1
1,1,204,204,0,0,1,515,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,1,0,28,1.4,2
1,1,204,204,1,39.9,1,516,0,NA,.,0,1,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,1,1,28,1.4,2
1,1,205,205,0,.,.,517,1,1400000,1,0,2,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,2,0,28,1.4,1
1,1,205,205,0,0,1,518,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,2,0,28,1.4,2
1,1,205,205,2,248.6,1,519,0,NA,.,0,2,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,2,2,28,1.4,2
1,1,206,206,0,.,.,520,1,1400000,1,0,4,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,4,0,28,1.4,1
1,1,206,206,0,0,1,521,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,4,0,28,1.4,2
1,1,206,206,4,22.1,1,522,0,NA,.,0,4,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,4,4,28,1.4,2
1,1,207,207,0,.,.,523,1,1400000,1,0,6,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,6,0,28,1.4,1
1,1,207,207,0,0,1,524,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,6,0,28,1.4,2
1,1,207,207,6,59.1,1,525,0,NA,.,0,6,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,6,6,28,1.4,2
1,1,208,208,0,.,.,526,1,1400000,1,0,8,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,8,0,28,1.4,1
1,1,208,208,0,0,1,527,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,8,0,28,1.4,2
1,1,208,208,8,8.7,1,528,0,NA,.,0,8,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,8,8,28,1.4,2
1,1,209,209,0,.,.,529,1,1400000,1,0,10,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,10,0,28,1.4,1
1,1,209,209,0,0,1,530,0,NA,.,0,10,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,10,0,28,1.4,2
1,1,209,209,10,3.4,1,531,0,NA,.,0,10,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,10,10,28,1.4,2
1,1,210,210,0,.,.,532,1,1400000,1,0,12,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,12,0,28,1.4,1
1,1,210,210,0,0,1,533,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,12,0,28,1.4,2
1,1,210,210,12,1.5,1,534,0,NA,.,0,12,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,12,12,28,1.4,2
1,1,211,211,0,.,.,535,1,1400000,1,0,14,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,14,0,28,1.4,1
1,1,211,211,0,0,1,536,0,NA,.,0,14,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,14,0,28,1.4,2
1,1,211,211,14,1,1,537,0,NA,.,0,14,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,14,14,28,1.4,2
1,1,212,212,0,.,.,538,1,1400000,1,0,16,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,16,0,28,1.4,1
1,1,212,212,0,0,1,539,0,NA,.,0,16,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,16,0,28,1.4,2
1,1,212,212,16,42.8,1,540,0,NA,.,0,16,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,16,16,28,1.4,2
1,1,213,213,0,.,.,541,1,1400000,1,0,20,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,20,0,28,1.4,1
1,1,213,213,0,0,1,542,0,NA,.,0,20,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,20,0,28,1.4,2
1,1,213,213,20,0.8,1,543,0,NA,.,0,20,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,20,20,28,1.4,2
1,1,214,214,0,.,.,544,1,1400000,1,0,24,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,24,0,28,1.4,1
1,1,214,214,0,0,1,545,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,24,0,28,1.4,2
1,1,214,214,24,0.8,1,546,0,NA,.,0,24,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,24,24,28,1.4,2
1,1,215,215,0,.,.,547,1,1400000,1,0,28,HOURS,INPUT1,0,0,,QD,1,50,PO,1,0,NA,28,0,28,1.4,1
1,1,215,215,0,0,1,548,0,NA,.,0,28,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,28,0,28,1.4,2
1,1,215,215,28,0.4,1,549,0,NA,.,0,28,HOURS,OUTPUT1,0,0,,QD,1,50,.,0,0,NA,28,28,28,1.4,2
