ID,TIME,AMT,DV,MDV,CMT,ADDL,II,SPECIES,DOSE,ROUTE,FORMULATION,TAD,BQL,WT,LVW,SECOND,RATE
1,0,276800,.,1,2,.,.,1,10,1,1,0,0,27.68,1.3003,0,-2
1,0,276800,.,1,2,.,.,1,10,1,1,0,0,27.68,1.3003,1,-2
1,0.033,.,7333.59,0,2,.,.,1,10,1,1,0.033,0,27.68,1.3003,0,.
2,0,269800,.,1,2,.,.,1,10,1,1,0,0,26.98,1.3003,0,-2
2,0,269800,.,1,2,.,.,1,10,1,1,0,0,26.98,1.3003,1,-2
2,0.033,.,4663.91,0,2,.,.,1,10,1,1,0.033,0,26.98,1.3003,0,.
3,0,295700,.,1,2,.,.,1,10,1,1,0,0,29.57,1.3003,0,-2
3,0,295700,.,1,2,.,.,1,10,1,1,0,0,29.57,1.3003,1,-2
3,0.033,.,3794.48,0,2,.,.,1,10,1,1,0.033,0,29.57,1.3003,0,.
4,0,298400,.,1,2,.,.,1,10,1,1,0,0,29.84,1.3003,0,-2
4,0,298400,.,1,2,.,.,1,10,1,1,0,0,29.84,1.3003,1,-2
4,0.083,.,1191.5,0,2,.,.,1,10,1,1,0.083,0,29.84,1.3003,0,.
5,0,279700,.,1,2,.,.,1,10,1,1,0,0,27.97,1.3003,0,-2
5,0,279700,.,1,2,.,.,1,10,1,1,0,0,27.97,1.3003,1,-2
5,0.083,.,1178.81,0,2,.,.,1,10,1,1,0.083,0,27.97,1.3003,0,.
6,0,305200,.,1,2,.,.,1,10,1,1,0,0,30.52,1.3003,0,-2
6,0,305200,.,1,2,.,.,1,10,1,1,0,0,30.52,1.3003,1,-2
6,0.083,.,1258.79,0,2,.,.,1,10,1,1,0.083,0,30.52,1.3003,0,.
7,0,282000,.,1,2,.,.,1,10,1,1,0,0,28.2,1.3003,0,-2
7,0,282000,.,1,2,.,.,1,10,1,1,0,0,28.2,1.3003,1,-2
7,0.25,.,879.32,0,2,.,.,1,10,1,1,0.25,0,28.2,1.3003,0,.
8,0,275600,.,1,2,.,.,1,10,1,1,0,0,27.56,1.3003,0,-2
8,0,275600,.,1,2,.,.,1,10,1,1,0,0,27.56,1.3003,1,-2
8,0.25,.,525.94,0,2,.,.,1,10,1,1,0.25,0,27.56,1.3003,0,.
9,0,282400,.,1,2,.,.,1,10,1,1,0,0,28.24,1.3003,0,-2
9,0,282400,.,1,2,.,.,1,10,1,1,0,0,28.24,1.3003,1,-2
9,0.25,.,546.45,0,2,.,.,1,10,1,1,0.25,0,28.24,1.3003,0,.
10,0,283600,.,1,2,.,.,1,10,1,1,0,0,28.36,1.3003,0,-2
10,0,283600,.,1,2,.,.,1,10,1,1,0,0,28.36,1.3003,1,-2
10,0.5,.,1256.22,0,2,.,.,1,10,1,1,0.5,0,28.36,1.3003,0,.
11,0,303800,.,1,2,.,.,1,10,1,1,0,0,30.38,1.6399,0,-2
11,0,303800,.,1,2,.,.,1,10,1,1,0,0,30.38,1.6399,1,-2
11,0.5,.,356.47,0,2,.,.,1,10,1,1,0.5,0,30.38,1.6399,0,.
12,0,276100,.,1,2,.,.,1,10,1,1,0,0,27.61,1.3386,0,-2
12,0,276100,.,1,2,.,.,1,10,1,1,0,0,27.61,1.3386,1,-2
12,0.5,.,49.88,0,2,.,.,1,10,1,1,0.5,0,27.61,1.3386,0,.
13,0,288900,.,1,2,.,.,1,10,1,1,0,0,28.89,1.5619,0,-2
13,0,288900,.,1,2,.,.,1,10,1,1,0,0,28.89,1.5619,1,-2
13,0.75,.,231.89,0,2,.,.,1,10,1,1,0.75,0,28.89,1.5619,0,.
14,0,279100,.,1,2,.,.,1,10,1,1,0,0,27.91,1.5619,0,-2
14,0,279100,.,1,2,.,.,1,10,1,1,0,0,27.91,1.5619,1,-2
14,0.75,.,21.36,0,2,.,.,1,10,1,1,0.75,0,27.91,1.5619,0,.
15,0,290300,.,1,2,.,.,1,10,1,1,0,0,29.03,1.5619,0,-2
15,0,290300,.,1,2,.,.,1,10,1,1,0,0,29.03,1.5619,1,-2
15,0.75,.,16.51,0,2,.,.,1,10,1,1,0.75,0,29.03,1.5619,0,.
16,0,277400,.,1,2,.,.,1,10,1,1,0,0,27.74,1.5619,0,-2
16,0,277400,.,1,2,.,.,1,10,1,1,0,0,27.74,1.5619,1,-2
16,1,.,307.94,0,2,.,.,1,10,1,1,1,0,27.74,1.5619,0,.
17,0,280000,.,1,2,.,.,1,10,1,1,0,0,28,1.1481,0,-2
17,0,280000,.,1,2,.,.,1,10,1,1,0,0,28,1.1481,1,-2
17,1,.,551.86,0,2,.,.,1,10,1,1,1,0,28,1.1481,0,.
18,0,290300,.,1,2,.,.,1,10,1,1,0,0,29.03,1.4717,0,-2
18,0,290300,.,1,2,.,.,1,10,1,1,0,0,29.03,1.4717,1,-2
18,1,.,6.69,0,2,.,.,1,10,1,1,1,0,29.03,1.4717,0,.
19,0,281000,.,1,2,.,.,1,10,1,1,0,0,28.1,1.464,0,-2
19,0,281000,.,1,2,.,.,1,10,1,1,0,0,28.1,1.464,1,-2
19,2,.,0.9,0,2,.,.,1,10,1,1,2,0,28.1,1.464,0,.
20,0,276700,.,1,2,.,.,1,10,1,1,0,0,27.67,1.4273,0,-2
20,0,276700,.,1,2,.,.,1,10,1,1,0,0,27.67,1.4273,1,-2
20,2,.,4.8,0,2,.,.,1,10,1,1,2,0,27.67,1.4273,0,.
21,0,265200,.,1,2,.,.,1,10,1,1,0,0,26.52,1.2356,0,-2
21,0,265200,.,1,2,.,.,1,10,1,1,0,0,26.52,1.2356,1,-2
21,2,.,3.6,0,2,.,.,1,10,1,1,2,0,26.52,1.2356,0,.
25,0,270300,.,1,2,.,.,1,10,1,1,0,0,27.03,1.5917,0,-2
25,0,270300,.,1,2,.,.,1,10,1,1,0,0,27.03,1.5917,1,-2
25,4,.,1.02,0,2,.,.,1,10,1,1,4,0,27.03,1.5917,0,.
26,0,282900,.,1,2,.,.,1,10,1,1,0,0,28.29,1.5331,0,-2
26,0,282900,.,1,2,.,.,1,10,1,1,0,0,28.29,1.5331,1,-2
26,4,.,0.03,0,2,.,.,1,10,1,1,4,0,28.29,1.5331,0,.
27,0,278400,.,1,2,.,.,1,10,1,1,0,0,27.84,1.5836,0,-2
27,0,278400,.,1,2,.,.,1,10,1,1,0,0,27.84,1.5836,1,-2
27,4,.,1.2,0,2,.,.,1,10,1,1,4,0,27.84,1.5836,0,.
28,0,278800,.,1,2,.,.,1,10,1,1,0,1,27.88,1.7962,0,-2
28,0,278800,.,1,2,.,.,1,10,1,1,0,1,27.88,1.7962,1,-2
28,6,.,.,1,2,.,.,1,10,1,1,6,1,27.88,1.7962,0,-2
29,0,265100,.,1,2,.,.,1,10,1,1,0,0,26.51,1.7962,0,-2
29,0,265100,.,1,2,.,.,1,10,1,1,0,0,26.51,1.7962,1,-2
29,6,.,0.6,0,2,.,.,1,10,1,1,6,0,26.51,1.7962,0,.
30,0,289400,.,1,2,.,.,1,10,1,1,0,0,28.94,1.7962,0,-2
30,0,289400,.,1,2,.,.,1,10,1,1,0,0,28.94,1.7962,1,-2
30,6,.,3.05,0,2,.,.,1,10,1,1,6,0,28.94,1.7962,0,.
31,0,282100,.,1,2,.,.,1,10,1,1,0,0,28.21,1.7962,0,-2
31,0,282100,.,1,2,.,.,1,10,1,1,0,0,28.21,1.7962,1,-2
31,8,.,0.61,0,2,.,.,1,10,1,1,8,0,28.21,1.7962,0,.
32,0,272000,.,1,2,.,.,1,10,1,1,0,0,27.2,1.6345,0,-2
32,0,272000,.,1,2,.,.,1,10,1,1,0,0,27.2,1.6345,1,-2
32,8,.,0.85,0,2,.,.,1,10,1,1,8,0,27.2,1.6345,0,.
33,0,277200,.,1,2,.,.,1,10,1,1,0,0,27.72,1.7872,0,-2
33,0,277200,.,1,2,.,.,1,10,1,1,0,0,27.72,1.7872,1,-2
33,8,.,0.38,0,2,.,.,1,10,1,1,8,0,27.72,1.7872,0,.
34,0,.,0,0,2,.,.,1,10,2,1,0,0,27.34,1.2836,0,.
34,0,273400,.,1,1,.,.,1,10,2,1,0,0,27.34,1.2836,0,0
34,0,273400,.,1,1,.,.,1,10,2,1,0,0,27.34,1.2836,1,0
34,0.033,.,21.44,0,2,.,.,1,10,2,1,0.033,0,27.34,1.2836,0,.
35,0,.,0,0,2,.,.,1,10,2,1,0,0,27.74,1.2836,0,.
35,0,277400,.,1,1,.,.,1,10,2,1,0,0,27.74,1.2836,0,0
35,0,277400,.,1,1,.,.,1,10,2,1,0,0,27.74,1.2836,1,0
35,0.033,.,16.6,0,2,.,.,1,10,2,1,0.033,0,27.74,1.2836,0,.
36,0,.,0,0,2,.,.,1,10,2,1,0,0,27.08,1.2836,0,.
36,0,270800,.,1,1,.,.,1,10,2,1,0,0,27.08,1.2836,0,0
36,0,270800,.,1,1,.,.,1,10,2,1,0,0,27.08,1.2836,1,0
36,0.033,.,22.37,0,2,.,.,1,10,2,1,0.033,0,27.08,1.2836,0,.
37,0,.,0,0,2,.,.,1,10,2,1,0,0,27.3,1.2836,0,.
37,0,273000,.,1,1,.,.,1,10,2,1,0,0,27.3,1.2836,0,0
37,0,273000,.,1,1,.,.,1,10,2,1,0,0,27.3,1.2836,1,0
37,0.083,.,25.68,0,2,.,.,1,10,2,1,0.083,0,27.3,1.2836,0,.
38,0,.,0,0,2,.,.,1,10,2,1,0,0,29.29,1.2836,0,.
38,0,292900,.,1,1,.,.,1,10,2,1,0,0,29.29,1.2836,0,0
38,0,292900,.,1,1,.,.,1,10,2,1,0,0,29.29,1.2836,1,0
38,0.083,.,9.52,0,2,.,.,1,10,2,1,0.083,0,29.29,1.2836,0,.
39,0,.,0,0,2,.,.,1,10,2,1,0,0,26.59,1.2836,0,.
39,0,265900,.,1,1,.,.,1,10,2,1,0,0,26.59,1.2836,0,0
39,0,265900,.,1,1,.,.,1,10,2,1,0,0,26.59,1.2836,1,0
39,0.083,.,46.71,0,2,.,.,1,10,2,1,0.083,0,26.59,1.2836,0,.
40,0,.,0,0,2,.,.,1,10,2,1,0,0,26.87,1.2836,0,.
40,0,268700,.,1,1,.,.,1,10,2,1,0,0,26.87,1.2836,0,0
40,0,268700,.,1,1,.,.,1,10,2,1,0,0,26.87,1.2836,1,0
40,0.25,.,44.58,0,2,.,.,1,10,2,1,0.25,0,26.87,1.2836,0,.
41,0,.,0,0,2,.,.,1,10,2,1,0,0,27.38,1.2836,0,.
41,0,273800,.,1,1,.,.,1,10,2,1,0,0,27.38,1.2836,0,0
41,0,273800,.,1,1,.,.,1,10,2,1,0,0,27.38,1.2836,1,0
41,0.25,.,30.57,0,2,.,.,1,10,2,1,0.25,0,27.38,1.2836,0,.
42,0,.,0,0,2,.,.,1,10,2,1,0,0,27.71,1.2836,0,.
42,0,277100,.,1,1,.,.,1,10,2,1,0,0,27.71,1.2836,0,0
42,0,277100,.,1,1,.,.,1,10,2,1,0,0,27.71,1.2836,1,0
42,0.25,.,5.01,0,2,.,.,1,10,2,1,0.25,0,27.71,1.2836,0,.
43,0,.,0,0,2,.,.,1,10,2,1,0,0,28.32,1.2836,0,.
43,0,283200,.,1,1,.,.,1,10,2,1,0,0,28.32,1.2836,0,0
43,0,283200,.,1,1,.,.,1,10,2,1,0,0,28.32,1.2836,1,0
43,0.5,.,21.49,0,2,.,.,1,10,2,1,0.5,0,28.32,1.2836,0,.
44,0,.,0,0,2,.,.,1,10,2,1,0,0,29.51,1.5218,0,.
44,0,295100,.,1,1,.,.,1,10,2,1,0,0,29.51,1.5218,0,0
44,0,295100,.,1,1,.,.,1,10,2,1,0,0,29.51,1.5218,1,0
44,0.5,.,47.16,0,2,.,.,1,10,2,1,0.5,0,29.51,1.5218,0,.
45,0,.,0,0,2,.,.,1,10,2,1,0,0,30.1,1.4692,0,.
45,0,301000,.,1,1,.,.,1,10,2,1,0,0,30.1,1.4692,0,0
45,0,301000,.,1,1,.,.,1,10,2,1,0,0,30.1,1.4692,1,0
45,0.5,.,46.16,0,2,.,.,1,10,2,1,0.5,0,30.1,1.4692,0,.
46,0,.,0,0,2,.,.,1,10,2,1,0,0,29.83,1.3174,0,.
46,0,298300,.,1,1,.,.,1,10,2,1,0,0,29.83,1.3174,0,0
46,0,298300,.,1,1,.,.,1,10,2,1,0,0,29.83,1.3174,1,0
46,0.75,.,76.97,0,2,.,.,1,10,2,1,0.75,0,29.83,1.3174,0,.
47,0,.,0,0,2,.,.,1,10,2,1,0,0,29.61,1.3174,0,.
47,0,296100,.,1,1,.,.,1,10,2,1,0,0,29.61,1.3174,0,0
47,0,296100,.,1,1,.,.,1,10,2,1,0,0,29.61,1.3174,1,0
47,0.75,.,19.56,0,2,.,.,1,10,2,1,0.75,0,29.61,1.3174,0,.
48,0,.,0,0,2,.,.,1,10,2,1,0,0,28.73,1.3174,0,.
48,0,287300,.,1,1,.,.,1,10,2,1,0,0,28.73,1.3174,0,0
48,0,287300,.,1,1,.,.,1,10,2,1,0,0,28.73,1.3174,1,0
48,0.75,.,15.36,0,2,.,.,1,10,2,1,0.75,0,28.73,1.3174,0,.
49,0,.,0,0,2,.,.,1,10,2,1,0,0,27.29,1.3174,0,.
49,0,272900,.,1,1,.,.,1,10,2,1,0,0,27.29,1.3174,0,0
49,0,272900,.,1,1,.,.,1,10,2,1,0,0,27.29,1.3174,1,0
49,1,.,7.46,0,2,.,.,1,10,2,1,1,0,27.29,1.3174,0,.
50,0,.,0,0,2,.,.,1,10,2,1,0,0,28.71,1.387,0,.
50,0,287100,.,1,1,.,.,1,10,2,1,0,0,28.71,1.387,0,0
50,0,287100,.,1,1,.,.,1,10,2,1,0,0,28.71,1.387,1,0
50,1,.,59.38,0,2,.,.,1,10,2,1,1,0,28.71,1.387,0,.
51,0,.,0,0,2,.,.,1,10,2,1,0,0,29.63,1.6987,0,.
51,0,296300,.,1,1,.,.,1,10,2,1,0,0,29.63,1.6987,0,0
51,0,296300,.,1,1,.,.,1,10,2,1,0,0,29.63,1.6987,1,0
51,1,.,22.34,0,2,.,.,1,10,2,1,1,0,29.63,1.6987,0,.
52,0,.,0,0,2,.,.,1,10,2,1,0,0,28.48,1.4402,0,.
52,0,284800,.,1,1,.,.,1,10,2,1,0,0,28.48,1.4402,0,0
52,0,284800,.,1,1,.,.,1,10,2,1,0,0,28.48,1.4402,1,0
52,2,.,3.2,0,2,.,.,1,10,2,1,2,0,28.48,1.4402,0,.
53,0,.,0,0,2,.,.,1,10,2,1,0,0,28.51,1.2256,0,.
53,0,285100,.,1,1,.,.,1,10,2,1,0,0,28.51,1.2256,0,0
53,0,285100,.,1,1,.,.,1,10,2,1,0,0,28.51,1.2256,1,0
53,2,.,1.15,0,2,.,.,1,10,2,1,2,0,28.51,1.2256,0,.
54,0,.,0,0,2,.,.,1,10,2,1,0,0,27.49,1.2772,0,.
54,0,274900,.,1,1,.,.,1,10,2,1,0,0,27.49,1.2772,0,0
54,0,274900,.,1,1,.,.,1,10,2,1,0,0,27.49,1.2772,1,0
54,2,.,24.32,0,2,.,.,1,10,2,1,2,0,27.49,1.2772,0,.
55,0,.,0,0,2,.,.,1,10,2,1,0,0,30.33,1.5539,0,.
55,0,303300,.,1,1,.,.,1,10,2,1,0,0,30.33,1.5539,0,0
55,0,303300,.,1,1,.,.,1,10,2,1,0,0,30.33,1.5539,1,0
55,3,.,16.55,0,2,.,.,1,10,2,1,3,0,30.33,1.5539,0,.
56,0,.,0,0,2,.,.,1,10,2,1,0,0,27.95,1.5539,0,.
56,0,279500,.,1,1,.,.,1,10,2,1,0,0,27.95,1.5539,0,0
56,0,279500,.,1,1,.,.,1,10,2,1,0,0,27.95,1.5539,1,0
56,3,.,2.56,0,2,.,.,1,10,2,1,3,0,27.95,1.5539,0,.
57,0,.,0,0,2,.,.,1,10,2,1,0,0,27.5,1.5539,0,.
57,0,275000,.,1,1,.,.,1,10,2,1,0,0,27.5,1.5539,0,0
57,0,275000,.,1,1,.,.,1,10,2,1,0,0,27.5,1.5539,1,0
57,3,.,1.84,0,2,.,.,1,10,2,1,3,0,27.5,1.5539,0,.
58,0,.,0,0,2,.,.,1,10,2,1,0,0,27.45,1.5539,0,.
58,0,274500,.,1,1,.,.,1,10,2,1,0,0,27.45,1.5539,0,0
58,0,274500,.,1,1,.,.,1,10,2,1,0,0,27.45,1.5539,1,0
58,4,.,3.85,0,2,.,.,1,10,2,1,4,0,27.45,1.5539,0,.
59,0,.,0,0,2,.,.,1,10,2,1,0,0,28.35,1.5491,0,.
59,0,283500,.,1,1,.,.,1,10,2,1,0,0,28.35,1.5491,0,0
59,0,283500,.,1,1,.,.,1,10,2,1,0,0,28.35,1.5491,1,0
59,4,.,7.78,0,2,.,.,1,10,2,1,4,0,28.35,1.5491,0,.
60,0,.,0,0,2,.,.,1,10,2,1,0,0,28.85,1.4813,0,.
60,0,288500,.,1,1,.,.,1,10,2,1,0,0,28.85,1.4813,0,0
60,0,288500,.,1,1,.,.,1,10,2,1,0,0,28.85,1.4813,1,0
60,4,.,2.8,0,2,.,.,1,10,2,1,4,0,28.85,1.4813,0,.
61,0,.,0,0,2,.,.,1,10,2,1,0,1,28.25,1.5658,0,.
61,0,282500,.,1,1,.,.,1,10,2,1,0,1,28.25,1.5658,0,0
61,0,282500,.,1,1,.,.,1,10,2,1,0,1,28.25,1.5658,1,0
61,6,.,.,1,2,.,.,1,10,2,1,6,1,28.25,1.5658,0,-2
62,0,.,0,0,2,.,.,1,10,2,1,0,0,29.04,1.5658,0,.
62,0,290400,.,1,1,.,.,1,10,2,1,0,0,29.04,1.5658,0,0
62,0,290400,.,1,1,.,.,1,10,2,1,0,0,29.04,1.5658,1,0
62,6,.,0.16,0,2,.,.,1,10,2,1,6,0,29.04,1.5658,0,.
63,0,.,0,0,2,.,.,1,10,2,1,0,0,27.33,1.5658,0,.
63,0,273300,.,1,1,.,.,1,10,2,1,0,0,27.33,1.5658,0,0
63,0,273300,.,1,1,.,.,1,10,2,1,0,0,27.33,1.5658,1,0
63,6,.,2.7,0,2,.,.,1,10,2,1,6,0,27.33,1.5658,0,.
64,0,.,0,0,2,.,.,1,10,2,1,0,0,28.85,1.5658,0,.
64,0,288500,.,1,1,.,.,1,10,2,1,0,0,28.85,1.5658,0,0
64,0,288500,.,1,1,.,.,1,10,2,1,0,0,28.85,1.5658,1,0
64,8,.,.,1,2,.,.,1,10,2,1,8,1,28.85,1.5658,0,-2
65,0,.,0,0,2,.,.,1,10,2,1,0,0,28.56,1.7403,0,.
65,0,285600,.,1,1,.,.,1,10,2,1,0,0,28.56,1.7403,0,0
65,0,285600,.,1,1,.,.,1,10,2,1,0,0,28.56,1.7403,1,0
65,8,.,0.55,0,2,.,.,1,10,2,1,8,0,28.56,1.7403,0,.
66,0,.,0,0,2,.,.,1,10,2,1,0,0,27.37,1.5724,0,.
66,0,273700,.,1,1,.,.,1,10,2,1,0,0,27.37,1.5724,0,0
66,0,273700,.,1,1,.,.,1,10,2,1,0,0,27.37,1.5724,1,0
66,8,.,2.44,0,2,.,.,1,10,2,1,8,0,27.37,1.5724,0,.
67,0,280000,.,1,1,.,.,1,10,1,1,0.017,0,28,1.4,0,0
67,0,280000,.,1,1,.,.,1,10,1,1,0.017,0,28,1.4,1,0
67,0.017,.,7256,0,2,.,.,1,10,1,1,0.017,0,28,1.4,0,.
68,0,280000,.,1,1,.,.,1,10,1,1,0.017,0,28,1.4,0,0
68,0,280000,.,1,1,.,.,1,10,1,1,0.017,0,28,1.4,1,0
68,0.017,.,8399.9,0,2,.,.,1,10,1,1,0.017,0,28,1.4,0,.
69,0,280000,.,1,1,.,.,1,10,1,1,0.017,0,28,1.4,0,0
69,0,280000,.,1,1,.,.,1,10,1,1,0.017,0,28,1.4,1,0
69,0.017,.,10783.4,0,2,.,.,1,10,1,1,0.017,0,28,1.4,0,.
70,0,280000,.,1,1,.,.,1,10,1,1,0.083,0,28,1.4,0,0
70,0,280000,.,1,1,.,.,1,10,1,1,0.083,0,28,1.4,1,0
70,0.083,.,1942.4,0,2,.,.,1,10,1,1,0.083,0,28,1.4,0,.
71,0,280000,.,1,1,.,.,1,10,1,1,0.083,0,28,1.4,0,0
71,0,280000,.,1,1,.,.,1,10,1,1,0.083,0,28,1.4,1,0
71,0.083,.,1919.4,0,2,.,.,1,10,1,1,0.083,0,28,1.4,0,.
72,0,280000,.,1,1,.,.,1,10,1,1,0.083,0,28,1.4,0,0
72,0,280000,.,1,1,.,.,1,10,1,1,0.083,0,28,1.4,1,0
72,0.083,.,1731.5,0,2,.,.,1,10,1,1,0.083,0,28,1.4,0,.
73,0,280000,.,1,1,.,.,1,10,1,1,0.25,0,28,1.4,0,0
73,0,280000,.,1,1,.,.,1,10,1,1,0.25,0,28,1.4,1,0
73,0.25,.,211.7,0,2,.,.,1,10,1,1,0.25,0,28,1.4,0,.
74,0,280000,.,1,1,.,.,1,10,1,1,0.25,0,28,1.4,0,0
74,0,280000,.,1,1,.,.,1,10,1,1,0.25,0,28,1.4,1,0
74,0.25,.,308.5,0,2,.,.,1,10,1,1,0.25,0,28,1.4,0,.
75,0,280000,.,1,1,.,.,1,10,1,1,0.25,0,28,1.4,0,0
75,0,280000,.,1,1,.,.,1,10,1,1,0.25,0,28,1.4,1,0
75,0.25,.,304.6,0,2,.,.,1,10,1,1,0.25,0,28,1.4,0,.
76,0,280000,.,1,1,.,.,1,10,1,1,0.5,0,28,1.4,0,0
76,0,280000,.,1,1,.,.,1,10,1,1,0.5,0,28,1.4,1,0
76,0.5,.,71.7,0,2,.,.,1,10,1,1,0.5,0,28,1.4,0,.
77,0,280000,.,1,1,.,.,1,10,1,1,0.5,0,28,1.4,0,0
77,0,280000,.,1,1,.,.,1,10,1,1,0.5,0,28,1.4,1,0
77,0.5,.,169.5,0,2,.,.,1,10,1,1,0.5,0,28,1.4,0,.
78,0,280000,.,1,1,.,.,1,10,1,1,0.5,0,28,1.4,0,0
78,0,280000,.,1,1,.,.,1,10,1,1,0.5,0,28,1.4,1,0
78,0.5,.,192.5,0,2,.,.,1,10,1,1,0.5,0,28,1.4,0,.
79,0,280000,.,1,1,.,.,1,10,1,1,1,0,28,1.4,0,0
79,0,280000,.,1,1,.,.,1,10,1,1,1,0,28,1.4,1,0
79,1,.,309.4,0,2,.,.,1,10,1,1,1,0,28,1.4,0,.
80,0,280000,.,1,1,.,.,1,10,1,1,1,0,28,1.4,0,0
80,0,280000,.,1,1,.,.,1,10,1,1,1,0,28,1.4,1,0
80,1,.,72.4,0,2,.,.,1,10,1,1,1,0,28,1.4,0,.
81,0,280000,.,1,1,.,.,1,10,1,1,1,0,28,1.4,0,0
81,0,280000,.,1,1,.,.,1,10,1,1,1,0,28,1.4,1,0
