ID,TIME,AMT,DV,MDV,CMT,ADDL,II,SPECIES,DOSE,ROUTE,FORMULATION,TAD,BQL,WT,LVW,SECOND,RATE
81,1,.,17.6,0,2,.,.,1,10,1,1,1,0,28,1.4,0,.
82,0,280000,.,1,1,.,.,1,10,1,1,2,0,28,1.4,0,0
82,0,280000,.,1,1,.,.,1,10,1,1,2,0,28,1.4,1,0
82,2,.,4.5,0,2,.,.,1,10,1,1,2,0,28,1.4,0,.
83,0,280000,.,1,1,.,.,1,10,1,1,2,0,28,1.4,0,0
83,0,280000,.,1,1,.,.,1,10,1,1,2,0,28,1.4,1,0
83,2,.,4.5,0,2,.,.,1,10,1,1,2,0,28,1.4,0,.
84,0,280000,.,1,1,.,.,1,10,1,1,2,0,28,1.4,0,0
84,0,280000,.,1,1,.,.,1,10,1,1,2,0,28,1.4,1,0
84,2,.,9.8,0,2,.,.,1,10,1,1,2,0,28,1.4,0,.
85,0,280000,.,1,1,.,.,1,10,1,1,4,0,28,1.4,0,0
85,0,280000,.,1,1,.,.,1,10,1,1,4,0,28,1.4,1,0
85,4,.,5.4,0,2,.,.,1,10,1,1,4,0,28,1.4,0,.
86,0,280000,.,1,1,.,.,1,10,1,1,4,0,28,1.4,0,0
86,0,280000,.,1,1,.,.,1,10,1,1,4,0,28,1.4,1,0
86,4,.,0.2,0,2,.,.,1,10,1,1,4,0,28,1.4,0,.
87,0,280000,.,1,1,.,.,1,10,1,1,4,0,28,1.4,0,0
87,0,280000,.,1,1,.,.,1,10,1,1,4,0,28,1.4,1,0
87,4,.,13.6,0,2,.,.,1,10,1,1,4,0,28,1.4,0,.
88,0,280000,.,1,1,.,.,1,10,1,1,6,0,28,1.4,0,0
88,0,280000,.,1,1,.,.,1,10,1,1,6,0,28,1.4,1,0
88,6,.,16.1,0,2,.,.,1,10,1,1,6,0,28,1.4,0,.
89,0,280000,.,1,1,.,.,1,10,1,1,6,0,28,1.4,0,0
89,0,280000,.,1,1,.,.,1,10,1,1,6,0,28,1.4,1,0
89,6,.,0.4,0,2,.,.,1,10,1,1,6,0,28,1.4,0,.
90,0,280000,.,1,1,.,.,1,10,1,1,6,0,28,1.4,0,0
90,0,280000,.,1,1,.,.,1,10,1,1,6,0,28,1.4,1,0
90,6,.,0.6,0,2,.,.,1,10,1,1,6,0,28,1.4,0,.
91,0,280000,.,1,1,.,.,1,10,1,1,8,0,28,1.4,0,0
91,0,280000,.,1,1,.,.,1,10,1,1,8,0,28,1.4,1,0
91,8,.,0.5,0,2,.,.,1,10,1,1,8,0,28,1.4,0,.
92,0,280000,.,1,1,.,.,1,10,1,1,8,0,28,1.4,0,0
92,0,280000,.,1,1,.,.,1,10,1,1,8,0,28,1.4,1,0
92,8,.,0.6,0,2,.,.,1,10,1,1,8,0,28,1.4,0,.
93,0,280000,.,1,1,.,.,1,10,1,1,8,0,28,1.4,0,0
93,0,280000,.,1,1,.,.,1,10,1,1,8,0,28,1.4,1,0
93,8,.,3.5,0,2,.,.,1,10,1,1,8,0,28,1.4,0,.
94,0,280000,.,1,1,.,.,1,10,1,1,12,0,28,1.4,0,0
94,0,280000,.,1,1,.,.,1,10,1,1,12,0,28,1.4,1,0
94,12,.,0.4,0,2,.,.,1,10,1,1,12,0,28,1.4,0,.
95,0,280000,.,1,1,.,.,1,10,1,1,12,0,28,1.4,0,0
95,0,280000,.,1,1,.,.,1,10,1,1,12,0,28,1.4,1,0
95,12,.,0.6,0,2,.,.,1,10,1,1,12,0,28,1.4,0,.
96,0,280000,.,1,1,.,.,1,10,1,1,12,0,28,1.4,0,0
96,0,280000,.,1,1,.,.,1,10,1,1,12,0,28,1.4,1,0
96,12,.,6.8,0,2,.,.,1,10,1,1,12,0,28,1.4,0,.
97,0,280000,.,1,1,.,.,1,10,1,1,24,0,28,1.4,0,0
97,0,280000,.,1,1,.,.,1,10,1,1,24,0,28,1.4,1,0
97,24,.,0.4,0,2,.,.,1,10,1,1,24,0,28,1.4,0,.
98,0,280000,.,1,1,.,.,1,10,1,1,24,0,28,1.4,0,0
98,0,280000,.,1,1,.,.,1,10,1,1,24,0,28,1.4,1,0
98,24,.,2.2,0,2,.,.,1,10,1,1,24,0,28,1.4,0,.
99,0,280000,.,1,1,.,.,1,10,1,1,24,0,28,1.4,0,0
99,0,280000,.,1,1,.,.,1,10,1,1,24,0,28,1.4,1,0
99,24,.,0.9,0,2,.,.,1,10,1,1,24,0,28,1.4,0,.
100,0,.,0,0,2,.,.,1,10,2,1,0,0,28,1.4,0,.
100,0,.,0,0,2,.,.,1,10,2,1,0,0,28,1.4,0,.
100,0,280000,.,1,2,.,.,1,10,2,1,0,0,28,1.4,0,-2
100,0,280000,.,1,2,.,.,1,10,2,1,0,0,28,1.4,1,-2
101,0,.,0,0,2,.,.,1,10,2,1,0,0,28,1.4,0,.
101,0,.,0,0,2,.,.,1,10,2,1,0,0,28,1.4,0,.
101,0,280000,.,1,2,.,.,1,10,2,1,0,0,28,1.4,0,-2
101,0,280000,.,1,2,.,.,1,10,2,1,0,0,28,1.4,1,-2
102,0,.,0,0,2,.,.,1,10,2,1,0,0,28,1.4,0,.
102,0,.,0,0,2,.,.,1,10,2,1,0,0,28,1.4,0,.
102,0,280000,.,1,2,.,.,1,10,2,1,0,0,28,1.4,0,-2
102,0,280000,.,1,2,.,.,1,10,2,1,0,0,28,1.4,1,-2
103,0,.,0,0,2,.,.,1,10,2,1,0.25,0,28,1.4,0,.
103,0,280000,.,1,2,.,.,1,10,2,1,0.25,0,28,1.4,0,-2
103,0,280000,.,1,2,.,.,1,10,2,1,0.25,0,28,1.4,1,-2
103,0.25,.,17.2,0,2,.,.,1,10,2,1,0.25,0,28,1.4,0,.
104,0,.,0,0,2,.,.,1,10,2,1,0.25,0,28,1.4,0,.
104,0,280000,.,1,2,.,.,1,10,2,1,0.25,0,28,1.4,0,-2
104,0,280000,.,1,2,.,.,1,10,2,1,0.25,0,28,1.4,1,-2
104,0.25,.,12.8,0,2,.,.,1,10,2,1,0.25,0,28,1.4,0,.
105,0,.,0,0,2,.,.,1,10,2,1,0.25,0,28,1.4,0,.
105,0,280000,.,1,2,.,.,1,10,2,1,0.25,0,28,1.4,0,-2
105,0,280000,.,1,2,.,.,1,10,2,1,0.25,0,28,1.4,1,-2
105,0.25,.,42.3,0,2,.,.,1,10,2,1,0.25,0,28,1.4,0,.
106,0,.,0,0,2,.,.,1,10,2,1,0.5,0,28,1.4,0,.
106,0,280000,.,1,2,.,.,1,10,2,1,0.5,0,28,1.4,0,-2
106,0,280000,.,1,2,.,.,1,10,2,1,0.5,0,28,1.4,1,-2
106,0.5,.,8.7,0,2,.,.,1,10,2,1,0.5,0,28,1.4,0,.
107,0,.,0,0,2,.,.,1,10,2,1,0.5,0,28,1.4,0,.
107,0,280000,.,1,2,.,.,1,10,2,1,0.5,0,28,1.4,0,-2
107,0,280000,.,1,2,.,.,1,10,2,1,0.5,0,28,1.4,1,-2
107,0.5,.,13.4,0,2,.,.,1,10,2,1,0.5,0,28,1.4,0,.
108,0,.,0,0,2,.,.,1,10,2,1,0.5,0,28,1.4,0,.
108,0,280000,.,1,2,.,.,1,10,2,1,0.5,0,28,1.4,0,-2
108,0,280000,.,1,2,.,.,1,10,2,1,0.5,0,28,1.4,1,-2
108,0.5,.,12.6,0,2,.,.,1,10,2,1,0.5,0,28,1.4,0,.
109,0,.,0,0,2,.,.,1,10,2,1,1,0,28,1.4,0,.
109,0,280000,.,1,2,.,.,1,10,2,1,1,0,28,1.4,0,-2
109,0,280000,.,1,2,.,.,1,10,2,1,1,0,28,1.4,1,-2
109,1,.,8.3,0,2,.,.,1,10,2,1,1,0,28,1.4,0,.
110,0,.,0,0,2,.,.,1,10,2,1,1,0,28,1.4,0,.
110,0,280000,.,1,2,.,.,1,10,2,1,1,0,28,1.4,0,-2
110,0,280000,.,1,2,.,.,1,10,2,1,1,0,28,1.4,1,-2
110,1,.,5.6,0,2,.,.,1,10,2,1,1,0,28,1.4,0,.
111,0,.,0,0,2,.,.,1,10,2,1,1,0,28,1.4,0,.
111,0,280000,.,1,2,.,.,1,10,2,1,1,0,28,1.4,0,-2
111,0,280000,.,1,2,.,.,1,10,2,1,1,0,28,1.4,1,-2
111,1,.,8.9,0,2,.,.,1,10,2,1,1,0,28,1.4,0,.
112,0,.,0,0,2,.,.,1,10,2,1,2,0,28,1.4,0,.
112,0,280000,.,1,2,.,.,1,10,2,1,2,0,28,1.4,0,-2
112,0,280000,.,1,2,.,.,1,10,2,1,2,0,28,1.4,1,-2
112,2,.,25.7,0,2,.,.,1,10,2,1,2,0,28,1.4,0,.
113,0,.,0,0,2,.,.,1,10,2,1,2,0,28,1.4,0,.
113,0,280000,.,1,2,.,.,1,10,2,1,2,0,28,1.4,0,-2
113,0,280000,.,1,2,.,.,1,10,2,1,2,0,28,1.4,1,-2
113,2,.,0.4,0,2,.,.,1,10,2,1,2,0,28,1.4,0,.
114,0,.,0,0,2,.,.,1,10,2,1,2,0,28,1.4,0,.
114,0,280000,.,1,2,.,.,1,10,2,1,2,0,28,1.4,0,-2
114,0,280000,.,1,2,.,.,1,10,2,1,2,0,28,1.4,1,-2
114,2,.,24,0,2,.,.,1,10,2,1,2,0,28,1.4,0,.
115,0,.,0,0,2,.,.,1,10,2,1,4,0,28,1.4,0,.
115,0,280000,.,1,2,.,.,1,10,2,1,4,0,28,1.4,0,-2
115,0,280000,.,1,2,.,.,1,10,2,1,4,0,28,1.4,1,-2
115,4,.,1.7,0,2,.,.,1,10,2,1,4,0,28,1.4,0,.
116,0,.,0,0,2,.,.,1,10,2,1,4,0,28,1.4,0,.
116,0,280000,.,1,2,.,.,1,10,2,1,4,0,28,1.4,0,-2
116,0,280000,.,1,2,.,.,1,10,2,1,4,0,28,1.4,1,-2
116,4,.,0.9,0,2,.,.,1,10,2,1,4,0,28,1.4,0,.
117,0,.,0,0,2,.,.,1,10,2,1,4,0,28,1.4,0,.
117,0,280000,.,1,2,.,.,1,10,2,1,4,0,28,1.4,0,-2
117,0,280000,.,1,2,.,.,1,10,2,1,4,0,28,1.4,1,-2
117,4,.,0.3,0,2,.,.,1,10,2,1,4,0,28,1.4,0,.
118,0,.,0,0,2,.,.,1,10,2,1,6,0,28,1.4,0,.
118,0,280000,.,1,2,.,.,1,10,2,1,6,0,28,1.4,0,-2
118,0,280000,.,1,2,.,.,1,10,2,1,6,0,28,1.4,1,-2
118,6,.,0.9,0,2,.,.,1,10,2,1,6,0,28,1.4,0,.
119,0,.,0,0,2,.,.,1,10,2,1,6,0,28,1.4,0,.
119,0,280000,.,1,2,.,.,1,10,2,1,6,0,28,1.4,0,-2
119,0,280000,.,1,2,.,.,1,10,2,1,6,0,28,1.4,1,-2
119,6,.,3,0,2,.,.,1,10,2,1,6,0,28,1.4,0,.
120,0,.,0,0,2,.,.,1,10,2,1,6,0,28,1.4,0,.
120,0,280000,.,1,2,.,.,1,10,2,1,6,0,28,1.4,0,-2
120,0,280000,.,1,2,.,.,1,10,2,1,6,0,28,1.4,1,-2
120,6,.,3.8,0,2,.,.,1,10,2,1,6,0,28,1.4,0,.
121,0,.,0,0,2,.,.,1,10,2,1,8,0,28,1.4,0,.
121,0,280000,.,1,2,.,.,1,10,2,1,8,0,28,1.4,0,-2
121,0,280000,.,1,2,.,.,1,10,2,1,8,0,28,1.4,1,-2
121,8,.,0.8,0,2,.,.,1,10,2,1,8,0,28,1.4,0,.
122,0,.,0,0,2,.,.,1,10,2,1,8,0,28,1.4,0,.
122,0,280000,.,1,2,.,.,1,10,2,1,8,0,28,1.4,0,-2
122,0,280000,.,1,2,.,.,1,10,2,1,8,0,28,1.4,1,-2
122,8,.,1.2,0,2,.,.,1,10,2,1,8,0,28,1.4,0,.
123,0,.,0,0,2,.,.,1,10,2,1,8,0,28,1.4,0,.
123,0,280000,.,1,2,.,.,1,10,2,1,8,0,28,1.4,0,-2
123,0,280000,.,1,2,.,.,1,10,2,1,8,0,28,1.4,1,-2
123,8,.,0.9,0,2,.,.,1,10,2,1,8,0,28,1.4,0,.
124,0,.,0,0,2,.,.,1,10,2,1,12,0,28,1.4,0,.
124,0,280000,.,1,2,.,.,1,10,2,1,12,0,28,1.4,0,-2
124,0,280000,.,1,2,.,.,1,10,2,1,12,0,28,1.4,1,-2
124,12,.,2.8,0,2,.,.,1,10,2,1,12,0,28,1.4,0,.
125,0,.,0,0,2,.,.,1,10,2,1,12,0,28,1.4,0,.
125,0,280000,.,1,2,.,.,1,10,2,1,12,0,28,1.4,0,-2
125,0,280000,.,1,2,.,.,1,10,2,1,12,0,28,1.4,1,-2
125,12,.,56.2,0,2,.,.,1,10,2,1,12,0,28,1.4,0,.
126,0,.,0,0,2,.,.,1,10,2,1,12,0,28,1.4,0,.
126,0,280000,.,1,2,.,.,1,10,2,1,12,0,28,1.4,0,-2
126,0,280000,.,1,2,.,.,1,10,2,1,12,0,28,1.4,1,-2
126,12,.,0.8,0,2,.,.,1,10,2,1,12,0,28,1.4,0,.
127,0,.,0,0,2,.,.,1,10,2,1,24,0,28,1.4,0,.
127,0,280000,.,1,2,.,.,1,10,2,1,24,0,28,1.4,0,-2
127,0,280000,.,1,2,.,.,1,10,2,1,24,0,28,1.4,1,-2
127,24,.,3.9,0,2,.,.,1,10,2,1,24,0,28,1.4,0,.
128,0,.,0,0,2,.,.,1,10,2,1,24,0,28,1.4,0,.
128,0,280000,.,1,2,.,.,1,10,2,1,24,0,28,1.4,0,-2
128,0,280000,.,1,2,.,.,1,10,2,1,24,0,28,1.4,1,-2
128,24,.,0.4,0,2,.,.,1,10,2,1,24,0,28,1.4,0,.
129,0,.,0,0,2,.,.,1,10,2,1,24,0,28,1.4,0,.
129,0,280000,.,1,2,.,.,1,10,2,1,24,0,28,1.4,0,-2
129,0,280000,.,1,2,.,.,1,10,2,1,24,0,28,1.4,1,-2
129,24,.,1.4,0,2,.,.,1,10,2,1,24,0,28,1.4,0,.
130,0,.,0,0,2,.,.,1,25,2,1,0,0,28,1.4,0,.
130,0,.,0,0,2,.,.,1,25,2,1,0,0,28,1.4,0,.
130,0,7.00E+05,.,1,2,.,.,1,25,2,1,0,0,28,1.4,0,-2
130,0,7.00E+05,.,1,2,.,.,1,25,2,1,0,0,28,1.4,1,-2
131,0,.,0,0,2,.,.,1,25,2,1,0,0,28,1.4,0,.
131,0,.,0,0,2,.,.,1,25,2,1,0,0,28,1.4,0,.
131,0,7.00E+05,.,1,2,.,.,1,25,2,1,0,0,28,1.4,0,-2
131,0,7.00E+05,.,1,2,.,.,1,25,2,1,0,0,28,1.4,1,-2
132,0,.,0,0,2,.,.,1,25,2,1,0,0,28,1.4,0,.
132,0,.,0,0,2,.,.,1,25,2,1,0,0,28,1.4,0,.
132,0,7.00E+05,.,1,2,.,.,1,25,2,1,0,0,28,1.4,0,-2
132,0,7.00E+05,.,1,2,.,.,1,25,2,1,0,0,28,1.4,1,-2
133,0,.,0,0,2,.,.,1,25,2,1,0.25,0,28,1.4,0,.
133,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.25,0,28,1.4,0,-2
133,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.25,0,28,1.4,1,-2
133,0.25,.,79.8,0,2,.,.,1,25,2,1,0.25,0,28,1.4,0,.
134,0,.,0,0,2,.,.,1,25,2,1,0.25,0,28,1.4,0,.
134,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.25,0,28,1.4,0,-2
134,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.25,0,28,1.4,1,-2
134,0.25,.,68.5,0,2,.,.,1,25,2,1,0.25,0,28,1.4,0,.
135,0,.,0,0,2,.,.,1,25,2,1,0.25,0,28,1.4,0,.
135,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.25,0,28,1.4,0,-2
135,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.25,0,28,1.4,1,-2
135,0.25,.,68.2,0,2,.,.,1,25,2,1,0.25,0,28,1.4,0,.
136,0,.,0,0,2,.,.,1,25,2,1,0.5,0,28,1.4,0,.
136,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.5,0,28,1.4,0,-2
136,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.5,0,28,1.4,1,-2
136,0.5,.,51,0,2,.,.,1,25,2,1,0.5,0,28,1.4,0,.
137,0,.,0,0,2,.,.,1,25,2,1,0.5,0,28,1.4,0,.
137,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.5,0,28,1.4,0,-2
137,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.5,0,28,1.4,1,-2
137,0.5,.,33.7,0,2,.,.,1,25,2,1,0.5,0,28,1.4,0,.
138,0,.,0,0,2,.,.,1,25,2,1,0.5,0,28,1.4,0,.
138,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.5,0,28,1.4,0,-2
138,0,7.00E+05,.,1,2,.,.,1,25,2,1,0.5,0,28,1.4,1,-2
138,0.5,.,4.6,0,2,.,.,1,25,2,1,0.5,0,28,1.4,0,.
139,0,.,0,0,2,.,.,1,25,2,1,1,0,28,1.4,0,.
139,0,7.00E+05,.,1,2,.,.,1,25,2,1,1,0,28,1.4,0,-2
139,0,7.00E+05,.,1,2,.,.,1,25,2,1,1,0,28,1.4,1,-2
139,1,.,114.8,0,2,.,.,1,25,2,1,1,0,28,1.4,0,.
140,0,.,0,0,2,.,.,1,25,2,1,1,0,28,1.4,0,.
140,0,7.00E+05,.,1,2,.,.,1,25,2,1,1,0,28,1.4,0,-2
140,0,7.00E+05,.,1,2,.,.,1,25,2,1,1,0,28,1.4,1,-2
140,1,.,17.8,0,2,.,.,1,25,2,1,1,0,28,1.4,0,.
141,0,.,0,0,2,.,.,1,25,2,1,1,0,28,1.4,0,.
141,0,7.00E+05,.,1,2,.,.,1,25,2,1,1,0,28,1.4,0,-2
141,0,7.00E+05,.,1,2,.,.,1,25,2,1,1,0,28,1.4,1,-2
141,1,.,32.7,0,2,.,.,1,25,2,1,1,0,28,1.4,0,.
142,0,.,0,0,2,.,.,1,25,2,1,2,0,28,1.4,0,.
142,0,7.00E+05,.,1,2,.,.,1,25,2,1,2,0,28,1.4,0,-2
142,0,7.00E+05,.,1,2,.,.,1,25,2,1,2,0,28,1.4,1,-2
142,2,.,3.6,0,2,.,.,1,25,2,1,2,0,28,1.4,0,.
143,0,.,0,0,2,.,.,1,25,2,1,2,0,28,1.4,0,.
143,0,7.00E+05,.,1,2,.,.,1,25,2,1,2,0,28,1.4,0,-2
143,0,7.00E+05,.,1,2,.,.,1,25,2,1,2,0,28,1.4,1,-2
143,2,.,72.6,0,2,.,.,1,25,2,1,2,0,28,1.4,0,.
144,0,.,0,0,2,.,.,1,25,2,1,2,0,28,1.4,0,.
144,0,7.00E+05,.,1,2,.,.,1,25,2,1,2,0,28,1.4,0,-2
144,0,7.00E+05,.,1,2,.,.,1,25,2,1,2,0,28,1.4,1,-2
144,2,.,2.2,0,2,.,.,1,25,2,1,2,0,28,1.4,0,.
145,0,.,0,0,2,.,.,1,25,2,1,4,0,28,1.4,0,.
145,0,7.00E+05,.,1,2,.,.,1,25,2,1,4,0,28,1.4,0,-2
145,0,7.00E+05,.,1,2,.,.,1,25,2,1,4,0,28,1.4,1,-2
145,4,.,2.5,0,2,.,.,1,25,2,1,4,0,28,1.4,0,.
146,0,.,0,0,2,.,.,1,25,2,1,4,0,28,1.4,0,.
146,0,7.00E+05,.,1,2,.,.,1,25,2,1,4,0,28,1.4,0,-2
146,0,7.00E+05,.,1,2,.,.,1,25,2,1,4,0,28,1.4,1,-2
146,4,.,14.4,0,2,.,.,1,25,2,1,4,0,28,1.4,0,.
147,0,.,0,0,2,.,.,1,25,2,1,4,0,28,1.4,0,.
147,0,7.00E+05,.,1,2,.,.,1,25,2,1,4,0,28,1.4,0,-2
147,0,7.00E+05,.,1,2,.,.,1,25,2,1,4,0,28,1.4,1,-2
147,4,.,2.3,0,2,.,.,1,25,2,1,4,0,28,1.4,0,.
148,0,.,0,0,2,.,.,1,25,2,1,6,0,28,1.4,0,.
148,0,7.00E+05,.,1,2,.,.,1,25,2,1,6,0,28,1.4,0,-2
148,0,7.00E+05,.,1,2,.,.,1,25,2,1,6,0,28,1.4,1,-2
148,6,.,1.1,0,2,.,.,1,25,2,1,6,0,28,1.4,0,.
149,0,.,0,0,2,.,.,1,25,2,1,6,0,28,1.4,0,.
149,0,7.00E+05,.,1,2,.,.,1,25,2,1,6,0,28,1.4,0,-2
149,0,7.00E+05,.,1,2,.,.,1,25,2,1,6,0,28,1.4,1,-2
149,6,.,4.8,0,2,.,.,1,25,2,1,6,0,28,1.4,0,.
150,0,.,0,0,2,.,.,1,25,2,1,6,0,28,1.4,0,.
150,0,7.00E+05,.,1,2,.,.,1,25,2,1,6,0,28,1.4,0,-2
150,0,7.00E+05,.,1,2,.,.,1,25,2,1,6,0,28,1.4,1,-2
150,6,.,5.9,0,2,.,.,1,25,2,1,6,0,28,1.4,0,.
151,0,.,0,0,2,.,.,1,25,2,1,8,0,28,1.4,0,.
151,0,7.00E+05,.,1,2,.,.,1,25,2,1,8,0,28,1.4,0,-2
151,0,7.00E+05,.,1,2,.,.,1,25,2,1,8,0,28,1.4,1,-2
151,8,.,0.7,0,2,.,.,1,25,2,1,8,0,28,1.4,0,.
152,0,.,0,0,2,.,.,1,25,2,1,8,0,28,1.4,0,.
152,0,7.00E+05,.,1,2,.,.,1,25,2,1,8,0,28,1.4,0,-2
152,0,7.00E+05,.,1,2,.,.,1,25,2,1,8,0,28,1.4,1,-2
152,8,.,0.7,0,2,.,.,1,25,2,1,8,0,28,1.4,0,.
153,0,.,0,0,2,.,.,1,25,2,1,8,0,28,1.4,0,.
153,0,7.00E+05,.,1,2,.,.,1,25,2,1,8,0,28,1.4,0,-2
153,0,7.00E+05,.,1,2,.,.,1,25,2,1,8,0,28,1.4,1,-2
153,8,.,1.3,0,2,.,.,1,25,2,1,8,0,28,1.4,0,.
154,0,.,0,0,2,.,.,1,25,2,1,12,0,28,1.4,0,.
154,0,7.00E+05,.,1,2,.,.,1,25,2,1,12,0,28,1.4,0,-2
154,0,7.00E+05,.,1,2,.,.,1,25,2,1,12,0,28,1.4,1,-2
154,12,.,0.3,0,2,.,.,1,25,2,1,12,0,28,1.4,0,.
155,0,.,0,0,2,.,.,1,25,2,1,12,0,28,1.4,0,.
155,0,7.00E+05,.,1,2,.,.,1,25,2,1,12,0,28,1.4,0,-2
155,0,7.00E+05,.,1,2,.,.,1,25,2,1,12,0,28,1.4,1,-2
155,12,.,9.9,0,2,.,.,1,25,2,1,12,0,28,1.4,0,.
156,0,.,0,0,2,.,.,1,25,2,1,12,0,28,1.4,0,.
156,0,7.00E+05,.,1,2,.,.,1,25,2,1,12,0,28,1.4,0,-2
156,0,7.00E+05,.,1,2,.,.,1,25,2,1,12,0,28,1.4,1,-2
156,12,.,201.9,0,2,.,.,1,25,2,1,12,0,28,1.4,0,.
157,0,.,0,0,2,.,.,1,25,2,1,24,0,28,1.4,0,.
157,0,7.00E+05,.,1,2,.,.,1,25,2,1,24,0,28,1.4,0,-2
157,0,7.00E+05,.,1,2,.,.,1,25,2,1,24,0,28,1.4,1,-2
157,24,.,1.5,0,2,.,.,1,25,2,1,24,0,28,1.4,0,.
158,0,.,0,0,2,.,.,1,25,2,1,24,0,28,1.4,0,.
158,0,7.00E+05,.,1,2,.,.,1,25,2,1,24,0,28,1.4,0,-2
158,0,7.00E+05,.,1,2,.,.,1,25,2,1,24,0,28,1.4,1,-2
158,24,.,0.8,0,2,.,.,1,25,2,1,24,0,28,1.4,0,.
159,0,.,0,0,2,.,.,1,25,2,1,24,0,28,1.4,0,.
159,0,7.00E+05,.,1,2,.,.,1,25,2,1,24,0,28,1.4,0,-2
159,0,7.00E+05,.,1,2,.,.,1,25,2,1,24,0,28,1.4,1,-2
159,24,.,1.7,0,2,.,.,1,25,2,1,24,0,28,1.4,0,.
